country_code,sampling_point,pollutant_code,unit,year,raw_rows,valid_hours,annual_mean,first_observation,last_observation_end,source_zip,source_member,coverage_pct,country_name,pollutant_name
FR,FR/SPO-FR22014_8,8,ug.m-3,2024,769,659,14.37101669195751,2024-01-01 00:00:00,2024-02-02 01:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR22014_8.parquet,7.502276867030965,France,NO2
FR,FR/SPO-FR24039_8,8,ug.m-3,2024,745,733,1.560845839017735,2024-01-01 00:00:00,2024-01-31 13:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR24039_8.parquet,8.34471766848816,France,NO2
FR,FR/SPO-FR25048_8,8,ug.m-3,2024,1055,78,16.31923076923077,2024-12-27 18:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR25048_8.parquet,0.8879781420765027,France,NO2
FR,FR/SPO-FR27002_8,8,ug.m-3,2024,5112,4596,16.866862489120976,2024-01-01 00:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR27002_8.parquet,52.322404371584696,France,NO2
FR,FR/SPO-FR29429_8,8,ug.m-3,2024,49,31,34.858064516129026,2024-01-01 00:00:00,2024-01-02 08:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR29429_8.parquet,0.3529143897996357,France,NO2
FR,FR/SPO-FR31003_8,8,ug.m-3,2024,193,181,16.500552486187846,2024-01-01 00:00:00,2024-01-08 13:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR31003_8.parquet,2.0605646630236794,France,NO2
FR,FR/SPO-FR33102_8,8,ug.m-3,2024,1801,1782,14.820089786756455,2024-01-01 00:00:00,2024-03-15 11:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR33102_8.parquet,20.28688524590164,France,NO2
FR,FR/SPO-FR33212_8,8,ug.m-3,2024,1273,1256,20.08144904458599,2024-01-01 00:00:00,2024-02-22 09:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR33212_8.parquet,14.29872495446266,France,NO2
FR,FR/SPO-FR36019_8,8,ug.m-3,2024,121,106,15.44811320754717,2024-01-01 00:00:00,2024-01-05 11:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR36019_8.parquet,1.2067395264116576,France,NO2
FR,FR/SPO-FR37040_8,8,ug.m-3,2024,5,5,22.9,2024-01-01 00:00:00,2024-01-01 05:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR37040_8.parquet,0.05692167577413479,France,NO2
FR,FR/SPO-FR40007_8,8,ug.m-3,2024,8760,5864,2.8855388813096865,2024-01-01 00:00:00,2024-11-15 14:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR40007_8.parquet,66.75774134790528,France,NO2
FR,FR/SPO-FR40010_8,8,ug.m-3,2024,8736,6543,0.8104080696928014,2024-01-01 00:00:00,2024-11-28 15:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR40010_8.parquet,74.48770491803279,France,NO2
FR,FR/SPO-FR41003_8,8,ug.m-3,2024,1921,1870,5.948021390374331,2024-01-01 00:00:00,2024-08-27 09:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR41003_8.parquet,21.28870673952641,France,NO2
FR,FR/SPO-FR41007_8,8,ug.m-3,2024,1585,1515,6.83874587458746,2024-01-01 00:00:00,2024-03-06 16:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR41007_8.parquet,17.247267759562842,France,NO2
FR,FR/SPO-FR43001_8,8,ug.m-3,2024,8230,2729,4.748625870282154,2024-05-17 11:00:00,2024-11-21 07:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR43001_8.parquet,31.067850637522767,France,NO2
FR,FR/SPO-FR43002_8,8,ug.m-3,2024,8374,3030,3.620528052805281,2024-01-01 00:00:00,2024-07-22 11:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR43002_8.parquet,34.494535519125684,France,NO2
FR,FR/SPO-FR82021_8,8,ug.m-3,2024,4295,4266,12.113384903891232,2024-07-05 14:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO-FR82021_8.parquet,48.5655737704918,France,NO2
DE,DE/SPO.DE_DEBW056_NO2_dataGroup1,8,ug.m-3,2024,8760,4550,12.321670329670328,2024-06-20 13:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.DE_DEBW056_NO2_dataGroup1.parquet,51.79872495446266,Germany,NO2
DE,DE/SPO.DE_DEHH016_NO2_dataGroup1,8,ug.m-3,2024,8760,397,19.65970780856423,2024-01-01 00:00:00,2024-01-17 13:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.DE_DEHH016_NO2_dataGroup1.parquet,4.519581056466302,Germany,NO2
DE,DE/SPO.DE_DEHH083_NO2_dataGroup1,8,ug.m-3,2024,8760,1467,10.155827539195638,2024-10-30 16:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.DE_DEHH083_NO2_dataGroup1.parquet,16.700819672131146,Germany,NO2
DE,DE/SPO.DE_DEMV060_NO2_dataGroup1,8,ug.m-3,2024,8760,5070,6.485280078895463,2024-05-27 15:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.DE_DEMV060_NO2_dataGroup1.parquet,57.71857923497268,Germany,NO2
DE,DE/SPO.DE_DEST039_NO2_dataGroup1,8,ug.m-3,2024,8760,1926,2.3608458224299063,2024-10-01 00:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.DE_DEST039_NO2_dataGroup1.parquet,21.92622950819672,Germany,NO2
IT,IT/SPO.IT1247A_8_chemi_1999-01-01_00:00:00,8,ug.m-3,2024,8760,5885,10.869498725573491,2024-04-14 03:00:00,2024-12-31 00:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT1247A_8_chemi_1999-01-01_00_00_00.parquet,66.99681238615665,Italy,NO2
IT,IT/SPO.IT1901A_8_chemi_2008-01-01_00:00:00,8,ug.m-3,2024,8760,1234,17.345218800648297,2024-01-01 00:00:00,2024-02-21 10:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT1901A_8_chemi_2008-01-01_00_00_00.parquet,14.048269581056466,Italy,NO2
IT,IT/SPO.IT2007A_8_chemi_2010-01-01_00:00:00,8,ug.m-3,2024,8760,4454,19.942866888190387,2024-01-01 00:00:00,2024-07-11 11:00:00,raw_fr_de_it_no2_2024.zip,E1a/SPO.IT2007A_8_chemi_2010-01-01_00_00_00.parquet,50.70582877959927,Italy,NO2
